0_coordinate1	1_coordinate1
215_coordinate13455	399_coordinate13455
215_coordinate13456	402_coordinate13456
215_coordinate13457	433_coordinate13457
215_coordinate13458	435_coordinate13458
215_coordinate13459	438_coordinate13459
215_coordinate13460	458_coordinate13460
215_coordinate13461	461_coordinate13461
215_coordinate13462	465_coordinate13462
215_coordinate13463	470_coordinate13463
215_coordinate13464	476_coordinate13464
215_coordinate13465	481_coordinate13465
215_coordinate13466	483_coordinate13466
215_coordinate13467	485_coordinate13467
215_coordinate13468	487_coordinate13468
215_coordinate13469	497_coordinate13469
215_coordinate13470	501_coordinate13470
215_coordinate13471	505_coordinate13471
215_coordinate13472	508_coordinate13472
216_coordinate13473	2_coordinate13473
216_coordinate13474	6_coordinate13474
216_coordinate13475	9_coordinate13475
216_coordinate13476	14_coordinate13476
216_coordinate13477	17_coordinate13477
216_coordinate13478	20_coordinate13478
216_coordinate13479	26_coordinate13479
216_coordinate13480	28_coordinate13480
216_coordinate13481	47_coordinate13481
216_coordinate13482	52_coordinate13482
216_coordinate13483	54_coordinate13483
216_coordinate13484	66_coordinate13484
216_coordinate13485	73_coordinate13485
216_coordinate13486	77_coordinate13486
216_coordinate13487	83_coordinate13487
216_coordinate13488	88_coordinate13488
216_coordinate13489	100_coordinate13489
216_coordinate13490	113_coordinate13490
216_coordinate13491	125_coordinate13491
216_coordinate13492	133_coordinate13492
216_coordinate13493	137_coordinate13493
216_coordinate13494	144_coordinate13494
216_coordinate13495	154_coordinate13495
216_coordinate13496	162_coordinate13496
216_coordinate13497	182_coordinate13497
216_coordinate13498	189_coordinate13498
216_coordinate13499	192_coordinate13499
216_coordinate13500	202_coordinate13500
216_coordinate13501	210_coordinate13501
216_coordinate13502	217_coordinate13502
216_coordinate13503	222_coordinate13503
216_coordinate13504	225_coordinate13504
216_coordinate13505	237_coordinate13505
216_coordinate13506	244_coordinate13506
216_coordinate13507	254_coordinate13507
216_coordinate13508	258_coordinate13508
216_coordinate13509	263_coordinate13509
216_coordinate13510	274_coordinate13510
216_coordinate13511	281_coordinate13511
216_coordinate13512	299_coordinate13512
216_coordinate13513	309_coordinate13513
216_coordinate13514	325_coordinate13514
216_coordinate13515	329_coordinate13515
216_coordinate13516	339_coordinate13516
216_coordinate13517	347_coordinate13517
216_coordinate13518	376_coordinate13518
216_coordinate13519	380_coordinate13519
216_coordinate13520	390_coordinate13520
216_coordinate13521	401_coordinate13521
216_coordinate13522	403_coordinate13522
216_coordinate13523	405_coordinate13523
216_coordinate13524	408_coordinate13524
216_coordinate13525	411_coordinate13525
216_coordinate13526	414_coordinate13526
216_coordinate13527	419_coordinate13527
216_coordinate13528	456_coordinate13528
216_coordinate13529	462_coordinate13529
216_coordinate13530	464_coordinate13530
216_coordinate13531	466_coordinate13531
216_coordinate13532	475_coordinate13532
216_coordinate13533	494_coordinate13533
216_coordinate13534	502_coordinate13534
216_coordinate13535	506_coordinate13535
217_coordinate13536	0_coordinate13536
217_coordinate13537	4_coordinate13537
217_coordinate13538	12_coordinate13538
217_coordinate13539	19_coordinate13539
217_coordinate13540	23_coordinate13540
217_coordinate13541	33_coordinate13541
217_coordinate13542	48_coordinate13542
217_coordinate13543	59_coordinate13543
217_coordinate13544	78_coordinate13544
217_coordinate13545	87_coordinate13545
217_coordinate13546	90_coordinate13546
217_coordinate13547	92_coordinate13547
217_coordinate13548	95_coordinate13548
217_coordinate13549	97_coordinate13549
217_coordinate13550	109_coordinate13550
217_coordinate13551	117_coordinate13551
217_coordinate13552	121_coordinate13552
217_coordinate13553	131_coordinate13553
217_coordinate13554	145_coordinate13554
217_coordinate13555	170_coordinate13555
217_coordinate13556	174_coordinate13556
217_coordinate13557	187_coordinate13557
217_coordinate13558	196_coordinate13558
217_coordinate13559	201_coordinate13559
217_coordinate13560	221_coordinate13560
217_coordinate13561	223_coordinate13561
217_coordinate13562	233_coordinate13562
217_coordinate13563	235_coordinate13563
217_coordinate13564	240_coordinate13564
217_coordinate13565	247_coordinate13565
217_coordinate13566	249_coordinate13566
217_coordinate13567	252_coordinate13567
217_coordinate13568	257_coordinate13568
217_coordinate13569	267_coordinate13569
217_coordinate13570	272_coordinate13570
217_coordinate13571	276_coordinate13571
217_coordinate13572	278_coordinate13572
217_coordinate13573	280_coordinate13573
217_coordinate13574	284_coordinate13574
217_coordinate13575	298_coordinate13575
217_coordinate13576	303_coordinate13576
217_coordinate13577	337_coordinate13577
217_coordinate13578	344_coordinate13578
217_coordinate13579	348_coordinate13579
217_coordinate13580	351_coordinate13580
217_coordinate13581	356_coordinate13581
217_coordinate13582	358_coordinate13582
217_coordinate13583	373_coordinate13583
217_coordinate13584	384_coordinate13584
217_coordinate13585	386_coordinate13585
217_coordinate13586	388_coordinate13586
217_coordinate13587	393_coordinate13587
217_coordinate13588	409_coordinate13588
217_coordinate13589	418_coordinate13589
217_coordinate13590	425_coordinate13590
217_coordinate13591	434_coordinate13591
217_coordinate13592	438_coordinate13592
217_coordinate13593	440_coordinate13593
217_coordinate13594	455_coordinate13594
217_coordinate13595	458_coordinate13595
217_coordinate13596	465_coordinate13596
217_coordinate13597	468_coordinate13597
217_coordinate13598	470_coordinate13598
217_coordinate13599	472_coordinate13599
217_coordinate13600	479_coordinate13600
217_coordinate13601	481_coordinate13601
217_coordinate13602	495_coordinate13602
217_coordinate13603	508_coordinate13603
218_coordinate13604	6_coordinate13604
218_coordinate13605	31_coordinate13605
218_coordinate13606	44_coordinate13606
218_coordinate13607	50_coordinate13607
218_coordinate13608	55_coordinate13608
218_coordinate13609	61_coordinate13609
218_coordinate13610	64_coordinate13610
218_coordinate13611	73_coordinate13611
218_coordinate13612	77_coordinate13612
218_coordinate13613	85_coordinate13613
218_coordinate13614	88_coordinate13614
218_coordinate13615	91_coordinate13615
218_coordinate13616	102_coordinate13616
218_coordinate13617	114_coordinate13617
218_coordinate13618	157_coordinate13618
218_coordinate13619	161_coordinate13619
218_coordinate13620	188_coordinate13620
218_coordinate13621	194_coordinate13621
218_coordinate13622	202_coordinate13622
218_coordinate13623	208_coordinate13623
218_coordinate13624	215_coordinate13624
218_coordinate13625	225_coordinate13625
218_coordinate13626	234_coordinate13626
218_coordinate13627	243_coordinate13627
218_coordinate13628	246_coordinate13628
218_coordinate13629	270_coordinate13629
218_coordinate13630	277_coordinate13630
218_coordinate13631	288_coordinate13631
218_coordinate13632	300_coordinate13632
218_coordinate13633	310_coordinate13633
218_coordinate13634	327_coordinate13634
218_coordinate13635	339_coordinate13635
218_coordinate13636	341_coordinate13636
218_coordinate13637	347_coordinate13637
218_coordinate13638	355_coordinate13638
218_coordinate13639	362_coordinate13639
218_coordinate13640	370_coordinate13640
218_coordinate13641	377_coordinate13641
218_coordinate13642	390_coordinate13642
218_coordinate13643	422_coordinate13643
218_coordinate13644	427_coordinate13644
218_coordinate13645	436_coordinate13645
218_coordinate13646	441_coordinate13646
218_coordinate13647	446_coordinate13647
218_coordinate13648	448_coordinate13648
218_coordinate13649	450_coordinate13649
218_coordinate13650	456_coordinate13650
218_coordinate13651	467_coordinate13651
218_coordinate13652	476_coordinate13652
218_coordinate13653	478_coordinate13653
218_coordinate13654	497_coordinate13654
218_coordinate13655	505_coordinate13655
218_coordinate13656	510_coordinate13656
219_coordinate13657	1_coordinate13657
219_coordinate13658	8_coordinate13658
219_coordinate13659	12_coordinate13659
219_coordinate13660	14_coordinate13660
219_coordinate13661	18_coordinate13661
219_coordinate13662	23_coordinate13662
219_coordinate13663	25_coordinate13663
219_coordinate13664	30_coordinate13664
219_coordinate13665	32_coordinate13665
219_coordinate13666	35_coordinate13666
219_coordinate13667	66_coordinate13667
219_coordinate13668	79_coordinate13668
219_coordinate13669	81_coordinate13669
219_coordinate13670	86_coordinate13670
219_coordinate13671	103_coordinate13671
219_coordinate13672	108_coordinate13672
219_coordinate13673	121_coordinate13673
219_coordinate13674	135_coordinate13674
219_coordinate13675	141_coordinate13675
219_coordinate13676	149_coordinate13676
219_coordinate13677	158_coordinate13677
219_coordinate13678	160_coordinate13678
219_coordinate13679	165_coordinate13679
219_coordinate13680	173_coordinate13680
219_coordinate13681	183_coordinate13681
219_coordinate13682	187_coordinate13682
219_coordinate13683	189_coordinate13683
219_coordinate13684	201_coordinate13684
219_coordinate13685	204_coordinate13685
219_coordinate13686	223_coordinate13686
219_coordinate13687	226_coordinate13687
219_coordinate13688	230_coordinate13688
219_coordinate13689	274_coordinate13689
219_coordinate13690	291_coordinate13690
219_coordinate13691	299_coordinate13691
219_coordinate13692	303_coordinate13692
219_coordinate13693	313_coordinate13693
219_coordinate13694	317_coordinate13694
219_coordinate13695	332_coordinate13695
219_coordinate13696	344_coordinate13696
219_coordinate13697	346_coordinate13697
219_coordinate13698	353_coordinate13698
219_coordinate13699	391_coordinate13699
219_coordinate13700	395_coordinate13700
219_coordinate13701	397_coordinate13701
219_coordinate13702	406_coordinate13702
219_coordinate13703	429_coordinate13703
219_coordinate13704	433_coordinate13704
219_coordinate13705	435_coordinate13705
219_coordinate13706	452_coordinate13706
219_coordinate13707	455_coordinate13707
219_coordinate13708	460_coordinate13708
219_coordinate13709	469_coordinate13709
219_coordinate13710	483_coordinate13710
219_coordinate13711	493_coordinate13711
219_coordinate13712	495_coordinate13712
219_coordinate13713	499_coordinate13713
219_coordinate13714	501_coordinate13714
220_coordinate13715	2_coordinate13715
220_coordinate13716	6_coordinate13716
220_coordinate13717	24_coordinate13717
220_coordinate13718	27_coordinate13718
220_coordinate13719	46_coordinate13719
220_coordinate13720	65_coordinate13720
220_coordinate13721	75_coordinate13721
220_coordinate13722	77_coordinate13722
220_coordinate13723	88_coordinate13723
220_coordinate13724	92_coordinate13724
220_coordinate13725	105_coordinate13725
220_coordinate13726	110_coordinate13726
220_coordinate13727	113_coordinate13727
220_coordinate13728	147_coordinate13728
220_coordinate13729	150_coordinate13729
220_coordinate13730	155_coordinate13730
220_coordinate13731	159_coordinate13731
220_coordinate13732	170_coordinate13732
220_coordinate13733	172_coordinate13733
220_coordinate13734	175_coordinate13734
220_coordinate13735	178_coordinate13735
220_coordinate13736	195_coordinate13736
220_coordinate13737	200_coordinate13737
220_coordinate13738	203_coordinate13738
220_coordinate13739	206_coordinate13739
220_coordinate13740	229_coordinate13740
220_coordinate13741	247_coordinate13741
220_coordinate13742	249_coordinate13742
220_coordinate13743	264_coordinate13743
220_coordinate13744	268_coordinate13744
220_coordinate13745	277_coordinate13745
220_coordinate13746	293_coordinate13746
220_coordinate13747	305_coordinate13747
220_coordinate13748	309_coordinate13748
220_coordinate13749	314_coordinate13749
220_coordinate13750	322_coordinate13750
220_coordinate13751	325_coordinate13751
220_coordinate13752	328_coordinate13752
220_coordinate13753	336_coordinate13753
220_coordinate13754	343_coordinate13754
220_coordinate13755	350_coordinate13755
220_coordinate13756	368_coordinate13756
220_coordinate13757	373_coordinate13757
220_coordinate13758	410_coordinate13758
220_coordinate13759	428_coordinate13759
220_coordinate13760	439_coordinate13760
220_coordinate13761	458_coordinate13761
220_coordinate13762	463_coordinate13762
220_coordinate13763	507_coordinate13763
221_coordinate13764	4_coordinate13764
221_coordinate13765	13_coordinate13765
221_coordinate13766	23_coordinate13766
221_coordinate13767	32_coordinate13767
221_coordinate13768	40_coordinate13768
221_coordinate13769	44_coordinate13769
221_coordinate13770	48_coordinate13770
221_coordinate13771	51_coordinate13771
221_coordinate13772	55_coordinate13772
221_coordinate13773	59_coordinate13773
221_coordinate13774	79_coordinate13774
221_coordinate13775	85_coordinate13775
221_coordinate13776	91_coordinate13776
221_coordinate13777	97_coordinate13777
221_coordinate13778	109_coordinate13778
221_coordinate13779	120_coordinate13779
221_coordinate13780	124_coordinate13780
221_coordinate13781	126_coordinate13781
221_coordinate13782	140_coordinate13782
221_coordinate13783	157_coordinate13783
221_coordinate13784	167_coordinate13784
221_coordinate13785	174_coordinate13785
221_coordinate13786	196_coordinate13786
221_coordinate13787	198_coordinate13787
221_coordinate13788	211_coordinate13788
221_coordinate13789	222_coordinate13789
221_coordinate13790	226_coordinate13790
221_coordinate13791	261_coordinate13791
221_coordinate13792	266_coordinate13792
221_coordinate13793	269_coordinate13793
221_coordinate13794	273_coordinate13794
221_coordinate13795	311_coordinate13795
221_coordinate13796	330_coordinate13796
221_coordinate13797	339_coordinate13797
221_coordinate13798	360_coordinate13798
221_coordinate13799	365_coordinate13799
221_coordinate13800	378_coordinate13800
221_coordinate13801	393_coordinate13801
221_coordinate13802	404_coordinate13802
221_coordinate13803	414_coordinate13803
221_coordinate13804	424_coordinate13804
221_coordinate13805	430_coordinate13805
221_coordinate13806	432_coordinate13806
221_coordinate13807	448_coordinate13807
221_coordinate13808	461_coordinate13808
221_coordinate13809	473_coordinate13809
221_coordinate13810	480_coordinate13810
